SubImage Number,Class Name,RelativeOriginX2Absolute,RelativeOriginY2Absolute,Ymin,Xmin,Ymax,Xmax,pxcX,pxcY,cmcX,cmcY,luminance,width,height
subImage_4,channel0,0,2448,0.12741102,0.6096292,0.16628428,0.62822914,2953.04620885849,70.34002454578876,24.584615842602513,0.5702804862410487,149.21851851851852,0.12635562842553089,0.15096366094830468
subImage_7,channel0,479,0,0.67926097,0.1840437,0.7409645,0.19868778,156.15444481372833,819.1439932286739,1.3000125180378952,6.6411952195977735,123.14942528735632,0.09948215440251335,0.2396245610390876
subImage_7,channel1,479,0,0.5186715,0.18376607,0.5770528,0.19912687,156.22031807899475,741.4259661734104,1.3005609242619545,6.011097710463138,146.07967032967034,0.10435115135148036,0.22672268115234287
subImage_7,channel2,479,0,0.5148727,0.5780127,0.57208765,0.59402657,478.1920223236084,739.3270098865032,3.98103054823768,5.994080460048092,122.4065934065934,0.10878759826899276,0.22219320421338165
subImage_7,channel3,479,0,0.35380828,0.47848147,0.4084227,0.49357602,396.5994565486908,661.5543226599693,3.3017584531477686,5.363539794556156,111.56410256410257,0.10254239779144497,0.2120942390984011
subImage_7,channel4,479,0,0.20217045,0.87222534,0.254675,0.8865681,717.5877370834351,588.4144846573472,5.974040906179431,4.7705598709768715,87.41,0.09743541228082342,0.2039005916987632
subImage_7,channel5,479,0,0.35168046,0.9694852,0.40886375,0.98584986,797.7767128944397,661.1503384560347,6.641627874243622,5.3602644998751945,101.78347578347578,0.11117052074510834,0.22207040742698964
subImage_7,channel6,479,0,0.18928844,0.96900654,0.2494367,0.985554,797.4606914520264,584.0746719092131,6.638996941569269,4.7353749170309145,100.67487684729063,0.11241239385203214,0.23358483408539557
subImage_7,channel7,479,0,0.51344264,0.47884998,0.5615546,0.49523416,397.4263286590576,736.461840480566,3.3086423051929383,5.970851150525784,115.3944099378882,0.1113033327369802,0.1868420811005425
subImage_7,channel8,479,0,0.19248271,0.27932167,0.2494597,0.29518628,234.39924430847168,584.8452068790793,1.9514138850362481,4.741622015466245,127.66381766381767,0.10777369208714171,0.22126921915762232
subImage_7,channel9,479,0,0.1926297,0.4787704,0.24879497,0.49354997,396.7067141532898,584.7212079465389,3.302651391090072,4.740616696346737,98.28086419753086,0.10040262653825333,0.21811695273673062
subImage_7,channel10,479,0,0.35904378,0.8721635,0.41603452,0.88815874,718.2114629745483,664.6312520503998,5.979233531129933,5.388485944351168,83.00824175824175,0.10866126491087075,0.22132263170891348
subImage_7,channel11,479,0,0.36916605,0.18307157,0.41654,0.19959676,156.1286791563034,667.1765973567963,1.2997980145235837,5.409122285728022,132.48160535117057,0.11226125947408648,0.18397597401457472
subImage_7,channel12,479,0,0.51295733,0.970307,0.56862444,0.9868736,798.5296926498413,738.0388342440128,6.647896559768513,5.983636599152294,97.62433862433862,0.1125427763562478,0.2161822957326506
subImage_7,channel13,479,0,0.51411414,0.77509546,0.5604506,0.789418,638.3214855194092,736.3582588136196,5.3141357756268155,5.970011364020544,59.05681818181818,0.09729774131363916,0.1799469431683176
subImage_7,channel14,479,0,0.18783826,0.67521864,0.24441607,0.6920243,557.8351163864136,582.5249118730426,4.644072957183659,4.722810265359391,98.07142857142857,0.1141664839398032,0.21971903993336725
subImage_7,channel15,479,0,0.19390383,0.77411246,0.24572426,0.78953975,637.9701046943665,584.2909286171198,5.311210470031455,4.737128214407967,57.11076923076923,0.10480283359822751,0.20124379468648998
subImage_7,channel16,479,0,0.67617565,0.9707567,0.72750807,0.9860774,798.3883280754089,815.1822514235973,6.646719675456392,6.60907546903542,113.81666666666666,0.10407884627668211,0.19934860394457743
subImage_7,channel17,479,0,0.35056823,0.57721597,0.41028717,0.5935107,477.656476020813,661.2248698621988,3.9765720334739574,5.360868761912662,120.25729442970822,0.1106955559083227,0.23191752917986933
subImage_7,channel18,479,0,0.19269486,0.5769719,0.25323868,0.5928097,477.2708787918091,585.8010817989707,3.9733618704509084,4.749371754219128,113.46684350132627,0.10759148051292726,0.23512095128368773
subImage_7,channel19,479,0,0.8342999,0.9720718,0.8823914,0.98657733,799.1288566589355,890.1475699841976,6.652884702841286,7.216855443466972,77.92028985507247,0.09854082916439105,0.1867624541551724
subImage_7,channel20,479,0,0.19345525,0.08326,0.24752218,0.09938814,74.52043998241425,584.6140931397676,0.6203954357008042,4.739748264973794,60.51373626373626,0.10956392080379863,0.2099680376254438
subImage_7,channel21,479,0,0.82924753,0.57830966,0.8866377,0.5933179,478.02405309677124,889.9545106589794,3.9796321756342365,7.215290218453621,116.54131054131054,0.1019562838943885,0.22287373682788217
subImage_7,channel22,479,0,0.352984,0.77550626,0.39994258,0.7873753,637.6556639671326,659.325917840004,5.308592697081907,5.345473042483238,84.60454545454546,0.08063024124832975,0.18236283394979444
subImage_7,channel23,479,0,0.6826942,0.8738618,0.73381114,0.88757783,718.6673655509949,818.2530281543732,5.98302899822082,6.633971736252736,105.33712121212122,0.09317773516334586,0.19851182659715588
subImage_7,channel24,479,0,0.67340547,0.48015296,0.7183543,0.49456283,397.68404603004456,812.3264608979225,3.3107878464793132,6.585922198616467,111.24621212121212,0.09789114367366421,0.1745580044614515
subImage_7,channel25,479,0,0.20930368,0.18201648,0.2613219,0.19781622,154.97174155712128,591.7148262560368,1.290166310710608,4.797317331239585,140.83384615384617,0.10733304376349978,0.20201194008826548
subImage_7,channel26,479,0,0.8358005,0.87317353,0.8896745,0.8891501,719.0280361175537,892.2512656748295,5.9860316425065685,7.233911118512633,104.6775147928994,0.10853412172353,0.20921864159161885
subImage_7,channel27,479,0,0.52003604,0.87323886,0.57642907,0.88721323,718.2644534111023,741.6033940315247,5.979674685596836,6.0125362036375645,98.97643097643098,0.09493263508033566,0.2190014136619029
subImage_7,channel28,479,0,0.5115543,0.2833404,0.55880183,0.29812545,237.23806285858154,735.3502932786942,1.9750475360410804,5.961839301541417,76.21969696969697,0.10043987868231495,0.18348501834268507
subImage_7,channel29,479,0,0.8170851,0.08530256,0.87425977,0.101118565,76.05981945991516,884.0770933032036,0.6332110337015464,7.16763916275472,57.34188034188034,0.1074434842232042,0.22203695948046062
subImage_7,channel30,479,0,0.66879576,0.082641035,0.7191666,0.09911574,74.15676301717758,811.4169807434082,0.6173677626307634,6.578548604590987,69.12820512820512,0.11191824618562779,0.19561423909092546
subImage_7,channel31,479,0,0.19641921,0.37936297,0.24152344,0.39287147,315.07165145874023,583.8872656077147,2.6230255018602273,4.733855523805887,119.34199134199135,0.09176782249353542,0.1751615720778835
subImage_7,channel32,479,0,0.35056376,0.67634976,0.39967617,0.6918378,558.2205190658569,658.6824652701616,4.647281500548271,5.340256262324683,100.93910256410257,0.10521544158517089,0.19072725105567306
