SourceImage,Relative X,Relative Y,Radius,Absolute X,Absolute Y
captureX0Y0P0001.jpg,0.09714285714285714,1.0342857142857143,0.10285714285714286,0.09714285714285714,1.0342857142857143
captureX0Y0P0001.jpg,0.19428571428571428,2.142857142857143,0.13142857142857142,0.19428571428571428,2.142857142857143
captureX0Y0P0001.jpg,0.3314285714285714,1.1542857142857144,0.08571428571428572,0.3314285714285714,1.1542857142857144
captureX0Y0P0001.jpg,0.46285714285714286,2.0114285714285716,0.18857142857142858,0.46285714285714286,2.0114285714285716
captureX0Y0P0001.jpg,2.137142857142857,1.0857142857142856,1.822857142857143,2.137142857142857,1.0857142857142856
captureX0Y0P0001.jpg,0.6971428571428572,2.462857142857143,0.11428571428571428,0.6971428571428572,2.462857142857143
captureX0Y0P0001.jpg,1.5257142857142858,2.5028571428571427,0.08571428571428572,1.5257142857142858,2.5028571428571427
captureX0Y0P0001.jpg,1.9542857142857142,1.8685714285714285,0.10285714285714286,1.9542857142857142,1.8685714285714285
captureX0Y0P0001.jpg,2.76,1.9142857142857144,0.09142857142857143,2.76,1.9142857142857144
captureX0Y0P0001.jpg,2.9257142857142857,2.097142857142857,0.11428571428571428,2.9257142857142857,2.097142857142857
captureX0Y0P0001.jpg,3.8057142857142856,2.2114285714285713,0.14857142857142858,3.8057142857142856,2.2114285714285713
captureX0Y0P0001.jpg,4.1085714285714285,1.1657142857142857,0.08,4.1085714285714285,1.1657142857142857
captureX0Y0P0001.jpg,4.371428571428571,1.1314285714285715,0.17714285714285713,4.371428571428571,1.1314285714285715
captureX0Y2P0002.jpg,1.3942857142857144,1.8628571428571428,0.2057142857142857,1.3942857142857144,3.862857142857143
captureX0Y2P0002.jpg,1.36,0.84,0.12571428571428572,1.36,2.84
captureX0Y2P0002.jpg,1.3885714285714286,1.6285714285714286,0.08571428571428572,1.3885714285714286,3.6285714285714286
captureX0Y2P0002.jpg,2.2114285714285713,1.2457142857142858,0.08571428571428572,2.2114285714285713,3.2457142857142856
captureX0Y2P0002.jpg,2.742857142857143,1.4057142857142857,0.08,2.742857142857143,3.4057142857142857
captureX0Y4P0003.jpg,0.32571428571428573,1.16,0.06857142857142857,0.32571428571428573,5.16
captureX0Y4P0003.jpg,0.37714285714285717,1.4057142857142857,0.07428571428571429,0.37714285714285717,5.405714285714286
captureX0Y4P0003.jpg,1.4228571428571428,0.7942857142857143,0.24571428571428572,1.4228571428571428,4.7942857142857145
captureX0Y4P0003.jpg,1.4685714285714286,1.8857142857142857,0.2,1.4685714285714286,5.885714285714286
captureX0Y4P0003.jpg,1.8342857142857143,1.022857142857143,0.07428571428571429,1.8342857142857143,5.022857142857143
