SourceImage,Relative X,Relative Y,Radius,Absolute X,Absolute Y,Luminance,Number of Pixels Detected,Rectangle Bounding Width,Rectangle Bounding Height,Rectangle Bounding Area
captureX23Y0P0023.jpg,0.16,3.072,0.128,19.92125,0.164,65,605,21,33,693
captureX23Y0P0023.jpg,0.16,2.472,0.128,20.52675,0.164,68,614,21,33,693
captureX23Y0P0023.jpg,0.168,1.872,0.136,21.124,0.168,70,632,21,34,714
captureX23Y0P0023.jpg,0.176,1.272,0.128,21.728,0.18,67,595,20,33,660
captureX23Y0P0023.jpg,0.184,0.672,0.128,22.328,0.184,64,582,20,33,660
captureX23Y0P0023.jpg,0.2,0.088,0.12,22.90544,0.204,84,505,21,26,546
captureX23Y0P0023.jpg,0.8,3.12,0.136,19.87478784,0.804,71,638,21,34,714
captureX23Y0P0023.jpg,0.8,2.528,0.136,20.46921216,0.804,68,626,21,34,714
captureX23Y0P0023.jpg,0.808,1.92,0.136,21.076,0.808,71,611,20,34,680
captureX23Y0P0023.jpg,0.808,1.312,0.128,21.684,0.812,61,547,19,32,608
captureX23Y0P0023.jpg,0.824,0.712,0.128,22.284,0.824,63,575,21,32,672
captureX23Y0P0023.jpg,0.824,0.12,0.128,22.87883871,0.828,75,588,20,32,640
captureX23Y0P0023.jpg,1.44,3.048,0.144,19.952,1.44,70,674,22,35,770
captureX23Y0P0023.jpg,1.44,1.84,0.136,21.16,1.444,68,657,22,35,770
captureX23Y0P0023.jpg,1.448,2.448,0.128,20.548,1.448,63,569,20,32,640
captureX23Y0P0023.jpg,1.448,1.232,0.136,21.764,1.452,67,624,21,34,714
captureX23Y0P0023.jpg,1.456,0.632,0.136,22.3652121,1.46,71,634,21,34,714
captureX23Y0P0023.jpg,1.488,0.064,0.104,22.9328,1.488,72,385,21,21,441
captureX23Y0P0023.jpg,2.072,3.088,0.136,19.908,2.076,71,616,20,34,680
captureX23Y0P0023.jpg,2.072,2.488,0.136,20.512,2.076,64,611,20,35,700
captureX23Y0P0023.jpg,2.08,1.88,0.136,21.116,2.084,69,629,21,34,714
captureX23Y0P0023.jpg,2.088,1.28,0.136,21.716,2.092,68,615,20,34,680
captureX23Y0P0023.jpg,2.096,0.672,0.136,22.32290912,2.096,71,606,20,34,680
captureX23Y0P0023.jpg,2.112,0.096,0.12,22.90092308,2.112,81,518,21,27,567
captureX23Y0P0023.jpg,2.712,3.12,0.112,19.876,2.712,47,408,16,28,448
captureX23Y0P0023.jpg,2.72,2.496,0.088,20.5,2.72,37,314,16,22,352
captureX23Y0P0023.jpg,2.72,1.912,0.112,21.084,2.72,47,424,17,28,476
captureX23Y0P0023.jpg,2.72,1.312,0.112,21.684,2.724,49,415,16,28,448
captureX23Y0P0023.jpg,2.728,0.712,0.112,22.288,2.732,49,425,16,29,464
captureX23Y0P0023.jpg,2.728,0.112,0.104,22.888,2.732,43,406,17,27,459
captureX23Y0P0023.jpg,3.344,3.152,0.128,19.848,3.348,67,587,20,33,660
captureX23Y0P0023.jpg,3.36,2.544,0.128,20.456,3.36,63,579,20,33,660
captureX23Y0P0023.jpg,3.352,1.944,0.136,21.052,3.356,69,605,20,34,680
captureX23Y0P0023.jpg,3.36,1.344,0.128,21.656,3.364,67,599,21,33,693
captureX23Y0P0023.jpg,3.368,0.736,0.128,22.26275,3.372,69,595,20,33,660
captureX23Y0P0023.jpg,3.368,0.136,0.136,22.864,3.372,68,618,20,35,700
captureX23Y0P0023.jpg,3.984,3.152,0.112,19.848,3.984,56,473,18,29,522
captureX23Y0P0023.jpg,3.992,2.544,0.12,20.452,3.992,56,484,18,30,540
captureX23Y0P0023.jpg,3.992,1.944,0.12,21.052,3.996,59,502,19,30,570
captureX23Y0P0023.jpg,4.008,1.36,0.104,21.63256323,4.010960205,38,429,19,26,494
captureX23Y0P0023.jpg,4.008,0.736,0.12,22.26,4.008,60,496,18,30,540
captureX23Y0P0023.jpg,4.008,0.136,0.12,22.86,4.012,56,479,18,30,540
captureX23Y0P0023.jpg,4.616,3.112,0.12,19.884,4.616,56,465,17,30,510
captureX23Y0P0023.jpg,4.632,1.912,0.112,21.088,4.632,54,468,18,29,522
captureX23Y0P0023.jpg,4.64,1.304,0.104,21.696,4.64,53,421,17,27,459
captureX23Y0P0023.jpg,4.64,0.704,0.112,22.296,4.644,53,431,16,29,464
captureX23Y0P0023.jpg,4.648,0.096,0.104,22.9,4.648,39,370,16,26,416
captureX23Y0P0023.jpg,5.256,3.16,0.12,19.83475854,5.256,56,488,18,30,540
captureX23Y0P0023.jpg,5.264,2.56,0.12,20.436,5.264,52,474,18,30,540
captureX23Y0P0023.jpg,5.272,1.96,0.112,21.04,5.272,56,454,17,29,493
captureX23Y0P0023.jpg,5.28,1.336,0.104,21.664,5.28,48,398,18,25,450
captureX23Y0P0023.jpg,5.272,0.752,0.112,22.248,5.276,53,464,18,29,522
captureX23Y0P0023.jpg,5.28,0.144,0.112,22.84942857,5.284,57,457,17,29,493
captureX23Y0P0023.jpg,5.896,3.12,0.12,19.88,5.9,62,523,19,31,589
captureX23Y0P0023.jpg,5.904,2.512,0.128,20.484,5.908,58,548,20,32,640
captureX23Y0P0023.jpg,5.928,1.928,0.096,21.072,5.928,54,394,19,23,437
captureX23Y0P0023.jpg,5.92,1.304,0.12,21.68919995,5.92,63,542,20,31,620
captureX23Y0P0023.jpg,5.92,0.704,0.128,22.292,5.924,62,544,19,32,608
captureX23Y0P0023.jpg,5.944,0.128,0.088,22.872,5.948,47,352,18,22,396
captureX24Y0P0024.jpg,0.168,3.448,0.128,20.54490332,0.168,72,624,22,32,704
captureX24Y0P0024.jpg,0.176,2.864,0.136,21.132,0.18,72,640,21,34,714
captureX24Y0P0024.jpg,0.176,2.256,0.128,21.73725,0.18,67,595,20,33,660
captureX24Y0P0024.jpg,0.176,1.656,0.136,22.34,0.18,62,590,20,34,680
captureX24Y0P0024.jpg,0.184,1.056,0.136,22.94121216,0.188,69,631,21,34,714
captureX24Y0P0024.jpg,0.192,0.456,0.136,23.544,0.192,71,649,21,35,735
captureX24Y0P0024.jpg,0.816,3.488,0.112,20.512,0.82,85,488,21,25,525
captureX24Y0P0024.jpg,0.808,2.912,0.136,21.088,0.808,74,606,20,33,660
captureX24Y0P0024.jpg,0.816,2.304,0.12,21.696,0.816,63,541,19,31,589
captureX24Y0P0024.jpg,0.824,1.704,0.128,22.296,0.824,60,585,21,33,693
captureX24Y0P0024.jpg,0.824,1.104,0.128,22.896,0.828,71,603,20,33,660
captureX24Y0P0024.jpg,0.824,0.48,0.12,23.516,0.828,28,471,18,30,540
captureX24Y0P0024.jpg,1.448,3.44,0.128,20.56,1.448,67,562,20,31,620
captureX24Y0P0024.jpg,1.448,2.832,0.144,21.168,1.448,71,650,21,35,735
captureX24Y0P0024.jpg,1.448,2.224,0.136,21.772,1.452,66,618,21,34,714
captureX24Y0P0024.jpg,1.456,1.616,0.136,22.37878784,1.46,70,637,21,34,714
captureX24Y0P0024.jpg,1.472,1.016,0.136,22.984,1.472,66,604,21,33,693
captureX24Y0P0024.jpg,1.464,0.416,0.136,23.58282352,1.468,58,629,21,35,735
captureX24Y0P0024.jpg,2.08,3.456,0.12,20.5366897,2.08,77,553,20,30,600
captureX24Y0P0024.jpg,2.08,2.872,0.136,21.124,2.084,69,627,21,34,714
captureX24Y0P0024.jpg,2.088,2.272,0.136,21.728,2.088,69,596,20,33,660
captureX24Y0P0024.jpg,2.096,1.664,0.136,22.332,2.096,67,618,21,34,714
captureX24Y0P0024.jpg,2.096,1.064,0.136,22.932,2.1,67,615,21,34,714
captureX24Y0P0024.jpg,2.104,0.456,0.128,23.54,2.108,70,583,20,32,640
captureX24Y0P0024.jpg,2.72,3.488,0.088,20.508,2.72,39,319,16,22,352
captureX24Y0P0024.jpg,2.72,2.904,0.104,21.09461548,2.72,49,416,17,27,459
captureX24Y0P0024.jpg,2.72,2.304,0.112,21.692,2.724,45,425,17,28,476
captureX24Y0P0024.jpg,2.736,1.696,0.112,22.3,2.736,50,416,16,28,448
captureX24Y0P0024.jpg,2.736,1.096,0.104,22.90261536,2.736,41,386,16,27,432
captureX24Y0P0024.jpg,2.744,0.496,0.104,23.504,2.744,50,416,17,27,459
captureX24Y0P0024.jpg,3.376,3.496,0.104,20.50190479,3.376,76,403,20,22,440
captureX24Y0P0024.jpg,3.36,2.936,0.128,21.064,3.364,72,601,20,33,660
captureX24Y0P0024.jpg,3.36,2.328,0.136,21.668,3.364,68,601,20,34,680
captureX24Y0P0024.jpg,3.376,1.728,0.128,22.272,3.376,69,595,20,33,660
captureX24Y0P0024.jpg,3.376,1.12,0.136,22.87490906,3.376,69,609,20,34,680
captureX24Y0P0024.jpg,3.384,0.52,0.128,23.48,3.388,68,571,19,33,627
captureX24Y0P0024.jpg,4,3.504,0.096,20.4956001,4.004,68,348,18,21,378
captureX24Y0P0024.jpg,3.992,2.936,0.12,21.064,3.992,61,506,18,31,558
captureX24Y0P0024.jpg,4,2.336,0.12,21.66,4,33,464,19,30,570
captureX24Y0P0024.jpg,4.008,1.728,0.12,22.26924133,4.008,59,495,18,30,540
captureX24Y0P0024.jpg,4.016,1.128,0.12,22.868,4.016,55,482,18,30,540
captureX24Y0P0024.jpg,4.016,0.528,0.12,23.472,4.02,57,501,18,31,558
captureX24Y0P0024.jpg,4.632,3.488,0.088,20.512,4.632,35,301,16,21,336
captureX24Y0P0024.jpg,4.632,2.896,0.12,21.1,4.632,53,475,18,30,540
captureX24Y0P0024.jpg,4.64,2.288,0.112,21.708,4.644,51,430,17,28,476
captureX24Y0P0024.jpg,4.64,1.696,0.112,22.304,4.644,50,443,17,29,493
captureX24Y0P0024.jpg,4.656,0.488,0.112,23.512,4.656,49,449,17,29,493
captureX24Y0P0024.jpg,4.656,1.08,0.104,22.916,4.656,41,361,15,26,390
captureX24Y0P0024.jpg,5.264,2.944,0.12,21.052,5.268,55,465,17,30,510
captureX24Y0P0024.jpg,5.28,2.328,0.104,21.672,5.28,50,388,17,25,425
captureX24Y0P0024.jpg,5.28,1.744,0.112,22.256,5.28,52,457,18,29,522
captureX24Y0P0024.jpg,5.28,1.136,0.12,22.86,5.284,51,476,18,30,540
captureX24Y0P0024.jpg,5.288,0.536,0.12,23.46,5.292,53,460,17,30,510
captureX24Y0P0024.jpg,5.912,3.48,0.112,20.515,5.916,75,460,20,25,500
captureX24Y0P0024.jpg,5.928,2.912,0.096,21.084,5.928,54,394,19,23,437
captureX24Y0P0024.jpg,5.92,2.296,0.128,21.7,5.92,63,539,19,32,608
captureX24Y0P0024.jpg,5.928,1.696,0.12,22.304,5.928,60,534,20,31,620
captureX24Y0P0024.jpg,5.944,1.112,0.088,22.884,5.948,46,350,18,22,396
captureX24Y0P0024.jpg,5.936,0.488,0.12,23.50520001,5.936,59,506,18,31,558
captureX25Y0P0025.jpg,0.176,3.224,0.136,21.772,0.18,66,617,21,34,714
captureX25Y0P0025.jpg,0.184,2.632,0.128,22.368,0.188,64,588,20,33,660
captureX25Y0P0025.jpg,0.192,2.024,0.136,22.972,0.192,70,624,21,34,714
captureX25Y0P0025.jpg,0.192,1.424,0.136,23.576,0.192,71,654,21,35,735
captureX25Y0P0025.jpg,0.2,0.816,0.136,24.17890912,0.2,67,622,21,34,714
captureX25Y0P0025.jpg,0.208,0.216,0.136,24.77717647,0.212,70,640,21,35,735
captureX25Y0P0025.jpg,0.816,3.272,0.12,21.728,0.82,62,545,20,31,620
captureX25Y0P0025.jpg,0.832,2.672,0.128,22.328,0.832,64,577,20,33,660
captureX25Y0P0025.jpg,0.824,2.072,0.136,22.924,0.828,66,624,21,34,714
captureX25Y0P0025.jpg,0.832,1.448,0.112,23.548,0.836,29,445,18,28,504
captureX25Y0P0025.jpg,0.84,0.864,0.136,24.132,0.84,71,609,20,34,680
captureX25Y0P0025.jpg,0.848,0.264,0.136,24.732,0.848,62,593,20,34,680
captureX25Y0P0025.jpg,1.448,3.192,0.136,21.804,1.452,72,614,20,34,680
captureX25Y0P0025.jpg,1.464,2.592,0.136,22.40509082,1.464,71,624,21,34,714
captureX25Y0P0025.jpg,1.472,1.984,0.136,23.012,1.472,64,617,21,34,714
captureX25Y0P0025.jpg,1.472,1.384,0.136,23.612,1.472,59,624,21,34,714
captureX25Y0P0025.jpg,1.488,0.792,0.128,24.204,1.492,62,557,20,32,640
captureX25Y0P0025.jpg,1.48,0.176,0.136,24.81705882,1.48,66,640,21,35,735
captureX25Y0P0025.jpg,2.088,3.24,0.136,21.756,2.092,66,623,21,34,714
captureX25Y0P0025.jpg,2.096,2.64,0.128,22.36,2.1,69,617,21,33,693
captureX25Y0P0025.jpg,2.096,2.032,0.136,22.964,2.1,70,607,20,34,680
captureX25Y0P0025.jpg,2.112,1.432,0.128,23.568,2.116,67,583,20,33,660
captureX25Y0P0025.jpg,2.112,0.832,0.128,24.168,2.116,66,605,21,33,693
captureX25Y0P0025.jpg,2.12,0.224,0.136,24.772,2.12,66,607,20,34,680
captureX25Y0P0025.jpg,2.72,3.272,0.112,21.724,2.724,47,431,17,28,476
captureX25Y0P0025.jpg,2.728,2.672,0.112,22.32548145,2.732,49,433,17,28,476
captureX25Y0P0025.jpg,2.736,2.072,0.104,22.928,2.74,42,391,16,27,432
captureX25Y0P0025.jpg,2.744,1.464,0.112,23.532,2.748,48,426,17,28,476
captureX25Y0P0025.jpg,2.752,0.856,0.104,24.14,2.752,50,389,16,26,416
captureX25Y0P0025.jpg,2.752,0.256,0.112,24.74,2.756,56,446,17,28,476
captureX25Y0P0025.jpg,3.368,3.304,0.128,21.696,3.372,72,599,20,33,660
captureX25Y0P0025.jpg,3.376,2.696,0.128,22.304,3.38,69,588,20,33,660
captureX25Y0P0025.jpg,3.376,2.096,0.136,22.90121216,3.38,66,621,21,34,714
captureX25Y0P0025.jpg,3.384,1.488,0.128,23.508,3.384,66,575,20,32,640
captureX25Y0P0025.jpg,3.384,0.888,0.136,24.1092121,3.388,69,632,21,34,714
captureX25Y0P0025.jpg,3.392,0.288,0.136,24.712,3.396,71,645,21,35,735
captureX25Y0P0025.jpg,4,3.304,0.12,21.692,4.004,35,462,19,30,570
captureX25Y0P0025.jpg,4.008,2.696,0.12,22.3,4.012,57,496,19,30,570
captureX25Y0P0025.jpg,4.016,2.096,0.12,22.9,4.016,55,487,18,30,540
captureX25Y0P0025.jpg,4.024,1.496,0.12,23.5,4.024,59,489,18,30,540
captureX25Y0P0025.jpg,4.024,0.888,0.12,24.112,4.028,58,520,19,31,589
captureX25Y0P0025.jpg,4.032,0.288,0.12,24.712,4.032,57,510,19,31,589
captureX25Y0P0025.jpg,4.64,3.264,0.112,21.736,4.644,52,434,18,27,486
captureX25Y0P0025.jpg,4.64,2.664,0.112,22.336,4.644,51,448,17,29,493
captureX25Y0P0025.jpg,4.656,2.056,0.104,22.94143994,4.656,40,364,15,26,390
captureX25Y0P0025.jpg,4.656,1.456,0.112,23.54271423,4.656,52,428,16,29,464
captureX25Y0P0025.jpg,4.664,0.856,0.112,24.14,4.664,55,437,17,28,476
captureX25Y0P0025.jpg,4.664,0.248,0.112,24.748,4.668,50,428,17,28,476
captureX25Y0P0025.jpg,5.272,3.296,0.104,21.7,5.276,47,406,18,26,468
captureX25Y0P0025.jpg,5.28,2.712,0.112,22.288,5.28,57,453,17,29,493
captureX25Y0P0025.jpg,5.288,2.104,0.12,22.89075854,5.288,51,471,18,30,540
captureX25Y0P0025.jpg,5.288,1.504,0.12,23.492,5.292,50,469,18,30,540
captureX25Y0P0025.jpg,5.296,0.904,0.12,24.096,5.3,57,476,18,29,522
captureX25Y0P0025.jpg,5.304,0.296,0.112,24.69728571,5.304,53,465,18,29,522
captureX25Y0P0025.jpg,5.92,3.264,0.128,21.732,5.92,66,546,19,32,608
captureX25Y0P0025.jpg,5.928,2.664,0.12,22.332,5.928,66,518,19,30,570
captureX25Y0P0025.jpg,5.944,2.08,0.088,22.916,5.948,47,351,18,22,396
captureX25Y0P0025.jpg,5.936,1.456,0.12,23.53719995,5.936,55,506,19,31,589
captureX25Y0P0025.jpg,5.936,0.856,0.128,24.14,5.94,61,535,19,32,608
captureX25Y0P0025.jpg,5.944,0.256,0.12,24.744,5.944,62,533,19,31,589
captureX26Y0P0026.jpg,0.184,3.04,0.136,22.96,0.188,69,644,21,35,735
captureX26Y0P0026.jpg,0.192,2.44,0.136,23.56,0.192,68,652,22,35,770
captureX26Y0P0026.jpg,0.2,1.832,0.136,24.164,0.2,67,627,21,34,714
captureX26Y0P0026.jpg,0.2,1.232,0.136,24.768,0.2,71,643,21,35,735
captureX26Y0P0026.jpg,0.2,0.624,0.136,25.372,0.204,69,625,21,34,714
captureX26Y0P0026.jpg,0.232,0.072,0.104,25.9268,0.236,75,375,20,21,420
captureX26Y0P0026.jpg,0.824,3.08,0.136,22.91490918,0.824,70,607,20,34,680
captureX26Y0P0026.jpg,0.824,2.464,0.112,23.53556982,0.825204285,28,462,18,29,522
captureX26Y0P0026.jpg,0.832,1.88,0.136,24.11721216,0.836,71,614,20,34,680
captureX26Y0P0026.jpg,0.84,1.272,0.136,24.72290906,0.84,61,609,21,34,714
captureX26Y0P0026.jpg,0.84,0.672,0.136,25.3252121,0.844,70,629,21,34,714
captureX26Y0P0026.jpg,0.864,0.088,0.112,25.90512,0.864,82,485,20,26,520
captureX26Y0P0026.jpg,1.464,3,0.128,23,1.468,69,599,20,33,660
captureX26Y0P0026.jpg,1.464,2.4,0.136,23.6,1.464,57,634,21,35,735
captureX26Y0P0026.jpg,1.48,1.808,0.128,24.192,1.484,64,549,20,31,620
captureX26Y0P0026.jpg,1.472,1.192,0.136,24.804,1.476,69,632,21,34,714
captureX26Y0P0026.jpg,1.48,0.592,0.136,25.408,1.484,75,658,21,35,735
captureX26Y0P0026.jpg,2.096,3.048,0.136,22.948,2.1,67,621,21,34,714
captureX26Y0P0026.jpg,2.104,2.44,0.128,23.556,2.108,69,578,20,32,640
captureX26Y0P0026.jpg,2.112,1.84,0.136,24.156,2.112,67,598,20,34,680
captureX26Y0P0026.jpg,2.112,1.24,0.136,24.756,2.116,64,610,21,34,714
captureX26Y0P0026.jpg,2.12,0.632,0.128,25.368,2.12,70,609,21,33,693
captureX26Y0P0026.jpg,2.144,0.072,0.104,25.9268,2.148,76,393,21,21,441
captureX26Y0P0026.jpg,2.736,3.08,0.104,22.91861548,2.736,42,385,16,27,432
captureX26Y0P0026.jpg,2.736,2.48,0.104,23.52,2.74,53,401,16,27,432
captureX26Y0P0026.jpg,2.744,1.872,0.104,24.12661536,2.744,46,409,17,27,459
captureX26Y0P0026.jpg,2.76,0.08,0.096,25.91886911,2.760251221,67,441,21,23,483
captureX26Y0P0026.jpg,2.744,1.272,0.112,24.72548145,2.748,53,433,17,28,476
captureX26Y0P0026.jpg,2.76,0.68,0.104,25.316,2.76,47,399,17,26,442
captureX26Y0P0026.jpg,3.368,3.104,0.136,22.89078784,3.372,69,607,20,34,680
captureX26Y0P0026.jpg,3.376,2.504,0.128,23.496,3.38,68,565,19,33,627
captureX26Y0P0026.jpg,3.384,1.896,0.136,24.09878784,3.388,68,624,21,34,714
captureX26Y0P0026.jpg,3.384,1.296,0.136,24.7,3.388,74,639,21,34,714
captureX26Y0P0026.jpg,3.4,0.688,0.136,25.308,3.4,72,624,21,34,714
captureX26Y0P0026.jpg,3.408,0.104,0.128,25.89020689,3.408,84,585,21,30,630
captureX26Y0P0026.jpg,4.008,3.112,0.12,22.888,4.008,53,486,18,31,558
captureX26Y0P0026.jpg,4.016,2.504,0.12,23.49075854,4.016,59,491,18,30,540
captureX26Y0P0026.jpg,4.024,0.704,0.128,25.296,4.028,59,667,23,33,759
captureX26Y0P0026.jpg,4.016,1.904,0.12,24.096,4.02,61,503,18,31,558
captureX26Y0P0026.jpg,4.024,1.296,0.12,24.7,4.024,60,512,19,30,570
captureX26Y0P0026.jpg,4.04,0.096,0.12,25.89614815,4.04,70,509,20,28,560
captureX26Y0P0026.jpg,4.648,3.072,0.104,22.928,4.648,37,383,16,27,432
captureX26Y0P0026.jpg,4.648,2.472,0.112,23.528,4.652,49,445,17,29,493
captureX26Y0P0026.jpg,4.656,1.872,0.112,24.128,4.656,49,449,18,29,522
captureX26Y0P0026.jpg,4.664,1.264,0.112,24.732,4.664,51,434,17,28,476
captureX26Y0P0026.jpg,4.664,0.656,0.112,25.34,4.668,54,457,18,28,504
captureX26Y0P0026.jpg,4.672,0.072,0.096,25.92285714,4.676,67,357,17,22,374
captureX26Y0P0026.jpg,5.28,3.12,0.12,22.876,5.284,54,467,17,30,510
captureX26Y0P0026.jpg,5.288,2.52,0.12,23.476,5.288,49,467,18,30,540
captureX26Y0P0026.jpg,5.296,1.92,0.112,24.08,5.296,57,470,18,29,522
captureX26Y0P0026.jpg,5.296,1.312,0.112,24.684,5.3,58,439,17,28,476
captureX26Y0P0026.jpg,5.304,0.704,0.12,25.29075861,5.304,58,484,18,30,540
captureX26Y0P0026.jpg,5.304,0.104,0.112,25.88942857,5.308,51,467,18,29,522
captureX26Y0P0026.jpg,5.944,3.096,0.088,22.9,5.948,47,352,18,22,396
captureX26Y0P0026.jpg,5.928,2.472,0.12,23.524,5.932,58,494,18,30,540
captureX26Y0P0026.jpg,5.936,1.872,0.12,24.128,5.936,63,533,19,31,589
captureX26Y0P0026.jpg,5.944,1.272,0.12,24.728,5.944,62,527,19,31,589
captureX26Y0P0026.jpg,5.944,0.664,0.12,25.33479999,5.944,64,533,19,31,589
captureX26Y0P0026.jpg,5.96,0.08,0.104,25.91321739,5.964,78,425,19,24,456
captureX27Y0P0027.jpg,0.192,3.416,0.136,23.584,0.196,71,674,22,35,770
captureX27Y0P0027.jpg,0.192,2.808,0.136,24.188,0.192,69,624,21,34,714
captureX27Y0P0027.jpg,0.192,2.208,0.136,24.79082349,0.196,73,658,21,35,735
captureX27Y0P0027.jpg,0.2,1.608,0.136,25.392,0.204,68,640,21,35,735
captureX27Y0P0027.jpg,0.2,1,0.136,25.996,0.204,67,601,20,34,680
captureX27Y0P0027.jpg,0.216,0.4,0.128,26.6,0.216,66,584,20,33,660
captureX27Y0P0027.jpg,0.824,3.44,0.112,23.55956982,0.825204285,29,462,18,29,522
captureX27Y0P0027.jpg,0.832,2.856,0.136,24.14,0.832,69,632,21,34,714
captureX27Y0P0027.jpg,0.832,2.256,0.136,24.74121216,0.836,66,599,20,34,680
captureX27Y0P0027.jpg,0.84,1.648,0.136,25.348,0.84,70,632,21,34,714
captureX27Y0P0027.jpg,0.84,1.048,0.128,25.952,0.844,66,602,21,33,693
captureX27Y0P0027.jpg,0.848,0.44,0.128,26.55325,0.852,67,587,20,33,660
captureX27Y0P0027.jpg,1.456,3.376,0.136,23.62282349,1.46,58,632,21,35,735
captureX27Y0P0027.jpg,1.48,2.784,0.128,24.212,1.484,63,558,20,32,640
captureX27Y0P0027.jpg,1.472,2.168,0.136,24.82505884,1.472,69,641,21,35,735
captureX27Y0P0027.jpg,1.48,1.568,0.136,25.432,1.484,72,677,22,35,770
captureX27Y0P0027.jpg,1.488,0.96,0.136,26.036,1.488,65,617,21,34,714
captureX27Y0P0027.jpg,1.488,0.36,0.128,26.64,1.488,66,609,21,33,693
captureX27Y0P0027.jpg,2.104,3.416,0.128,23.58,2.104,69,575,20,32,640
captureX27Y0P0027.jpg,2.104,2.824,0.128,24.176,2.108,70,598,20,33,660
captureX27Y0P0027.jpg,2.104,2.216,0.136,24.78,2.108,68,606,20,34,680
captureX27Y0P0027.jpg,2.12,1.608,0.128,25.392,2.12,71,616,21,33,693
captureX27Y0P0027.jpg,2.12,1.008,0.136,25.98909088,2.12,68,602,20,34,680
captureX27Y0P0027.jpg,2.12,0.4,0.128,26.59325,2.124,67,604,21,33,693
captureX27Y0P0027.jpg,2.736,3.456,0.112,23.54133325,2.736,49,428,17,28,476
captureX27Y0P0027.jpg,2.736,2.848,0.104,24.148,2.74,52,390,16,26,416
captureX27Y0P0027.jpg,2.744,2.248,0.112,24.748,2.744,55,440,17,28,476
captureX27Y0P0027.jpg,2.752,1.656,0.104,25.34,2.756,48,406,17,26,442
captureX27Y0P0027.jpg,2.752,1.04,0.112,25.95328577,2.752,52,450,17,29,493
captureX27Y0P0027.jpg,2.76,0.44,0.112,26.556,2.76,50,435,17,28,476
captureX27Y0P0027.jpg,3.384,3.472,0.12,23.52755566,3.388,76,523,20,28,560
captureX27Y0P0027.jpg,3.376,2.88,0.136,24.11721216,3.38,69,632,21,34,714
captureX27Y0P0027.jpg,3.384,2.28,0.136,24.72,3.384,73,646,21,35,735
captureX27Y0P0027.jpg,3.392,1.664,0.136,25.33078784,3.396,73,636,21,34,714
captureX27Y0P0027.jpg,3.392,1.072,0.136,25.924,3.396,73,636,21,34,714
captureX27Y0P0027.jpg,3.392,0.464,0.136,26.532,3.396,73,612,20,34,680
captureX27Y0P0027.jpg,4.016,3.472,0.112,23.5229231,4.016,66,447,18,27,486
captureX27Y0P0027.jpg,4.016,2.88,0.12,24.12,4.02,59,520,19,31,589
captureX27Y0P0027.jpg,4.016,2.28,0.12,24.72,4.02,60,515,19,31,589
captureX27Y0P0027.jpg,4.024,1.672,0.128,25.324,4.028,64,548,19,32,608
captureX27Y0P0027.jpg,4.024,1.072,0.12,25.928,4.028,67,536,19,31,589
captureX27Y0P0027.jpg,4.032,0.464,0.128,26.532,4.032,62,547,19,32,608
captureX27Y0P0027.jpg,4.648,3.448,0.112,23.55071436,4.648,49,437,17,29,493
captureX27Y0P0027.jpg,4.656,2.848,0.112,24.148,4.656,55,438,17,28,476
captureX27Y0P0027.jpg,4.656,2.24,0.112,24.756,4.656,52,428,17,28,476
captureX27Y0P0027.jpg,4.664,1.632,0.112,25.364,4.664,59,444,17,28,476
captureX27Y0P0027.jpg,4.664,1.032,0.112,25.964,4.668,53,448,18,28,504
captureX27Y0P0027.jpg,4.672,0.432,0.104,26.568,4.672,52,417,17,27,459
captureX27Y0P0027.jpg,5.288,3.48,0.104,23.514,5.292,60,402,18,25,450
captureX27Y0P0027.jpg,5.288,2.896,0.112,24.104,5.288,58,475,18,29,522
captureX27Y0P0027.jpg,5.296,2.288,0.112,24.70528564,5.296,55,467,18,29,522
captureX27Y0P0027.jpg,5.296,1.688,0.12,25.312,5.3,60,479,18,29,522
captureX27Y0P0027.jpg,5.304,1.08,0.12,25.916,5.308,49,484,18,30,540
captureX27Y0P0027.jpg,5.304,0.456,0.096,26.54,5.308,49,371,17,24,408
captureX27Y0P0027.jpg,5.928,3.448,0.12,23.54519995,5.928,58,510,18,31,558
captureX27Y0P0027.jpg,5.928,2.848,0.12,24.15066675,5.932,64,529,19,31,589
captureX27Y0P0027.jpg,5.944,2.248,0.12,24.752,5.944,63,534,19,31,589
captureX27Y0P0027.jpg,5.944,1.648,0.12,25.352,5.944,64,526,19,31,589
captureX27Y0P0027.jpg,5.944,1.04,0.12,25.96,5.948,65,540,19,31,589
captureX27Y0P0027.jpg,5.944,0.432,0.12,26.564,5.948,64,515,19,30,570
captureX28Y0P0028.jpg,0.208,3.184,0.144,24.812,0.208,70,684,22,36,792
captureX28Y0P0028.jpg,0.208,2.584,0.136,25.416,0.208,70,646,21,35,735
captureX28Y0P0028.jpg,0.216,1.976,0.136,26.01890906,0.216,70,607,20,34,680
captureX28Y0P0028.jpg,0.216,1.376,0.136,26.62,0.22,68,605,20,34,680
captureX28Y0P0028.jpg,0.224,0.776,0.128,27.22275,0.228,71,599,20,33,660
captureX28Y0P0028.jpg,0.256,0.128,0.096,27.87028572,0.257714294,40,352,20,21,420
captureX28Y0P0028.jpg,0.84,3.232,0.136,24.764,0.844,67,603,20,34,680
captureX28Y0P0028.jpg,0.848,2.624,0.136,25.37078784,0.852,72,639,21,34,714
