SubImage Number,Class Name,RelativeOriginX2Absolute,RelativeOriginY2Absolute,Ymin,Xmin,Ymax,Xmax
subImage_2,lightHole,0,746,0.2344348,0.15081534,0.27301762,0.17300919
subImage_2,lightHole,0,746,0.08455596,0.44678837,0.120617196,0.4711502
subImage_2,lightHole,0,746,0.08173031,0.20112483,0.11954599,0.22353947
subImage_2,lightHole,0,746,0.24392785,0.9345301,0.27564782,0.9584097
subImage_2,lightHole,0,746,0.39913106,0.6905421,0.42953092,0.7107874
subImage_2,darkHole,0,746,0.5395549,0.24773063,0.5764709,0.26545823
subImage_2,darkHole,0,746,0.5424952,0.14916655,0.5775187,0.17076908
subImage_2,lightHole,0,746,0.08202821,0.6427813,0.11980632,0.66705173
subImage_2,lightHole,0,746,0.08391818,0.29884234,0.12621062,0.32319298
subImage_2,lightHole,0,746,0.08619708,0.54534644,0.12859467,0.5690717
subImage_2,darkHole,0,746,0.3967454,0.7877196,0.42964077,0.80896735
subImage_2,darkHole,0,746,0.39146316,0.54106814,0.42645168,0.5645737
subImage_2,darkHole,0,746,0.3838433,0.3931373,0.4234835,0.41697392
subImage_2,darkHole,0,746,0.704761,0.8851993,0.7376119,0.91145396
subImage_2,darkHole,0,746,0.5380984,0.34188396,0.5737353,0.3645382
subImage_2,lightHole,0,746,0.087655336,0.78889877,0.12529722,0.8121206
subImage_2,lightHole,0,746,0.39472204,0.4941147,0.42775625,0.5159673
subImage_2,lightHole,0,746,0.24087359,0.837245,0.2724165,0.8619436
subImage_2,darkHole,0,746,0.84620667,0.53931206,0.8814687,0.56146574
subImage_2,lightHole,0,746,0.2462465,0.98615533,0.27786407,1.0
subImage_2,darkHole,0,746,0.3966075,0.8359005,0.4360196,0.859463
subImage_2,lightHole,0,746,0.0860275,0.5941036,0.120881416,0.61647075
subImage_2,darkHole,0,746,0.38439065,0.05097644,0.4167196,0.07233754
subImage_2,darkHole,0,746,0.55087525,0.97962564,0.62334985,1.0
subImage_2,darkHole,0,746,0.54062694,0.0985691,0.5715532,0.12067672
subImage_2,darkHole,0,746,0.6915702,0.6413972,0.7368236,0.66218066
subImage_2,darkHole,0,746,0.3975901,0.7370365,0.43803102,0.76044583
subImage_2,darkHole,0,746,0.5470972,0.8347907,0.58022845,0.8599124
subImage_2,darkHole,0,746,0.69622874,0.44425437,0.73553175,0.46665898
subImage_2,darkHole,0,746,0.7006323,0.59152347,0.7424202,0.6131385
subImage_2,darkHole,0,746,0.6920222,0.29539427,0.726951,0.3199541
subImage_2,darkHole,0,746,0.5389396,0.04926107,0.571666,0.07149686
subImage_2,darkHole,0,746,0.6920436,0.54246074,0.73425215,0.56522226
subImage_2,darkHole,0,746,0.5431414,0.48875982,0.57404965,0.51362056
subImage_2,lightHole,0,746,0.079660624,0.15215397,0.11608116,0.17512095
subImage_2,darkHole,0,746,0.5468955,0.44408086,0.57515854,0.46577996
subImage_2,darkHole,0,746,0.537109,0.19750212,0.57195073,0.22232932
subImage_2,lightHole,0,746,0.39893168,0.5924224,0.4375238,0.61287177
subImage_2,lightHole,0,746,0.08159513,0.39911562,0.117853425,0.42006132
subImage_2,darkHole,0,746,0.5455776,0.3919038,0.5753726,0.41648272
subImage_2,darkHole,0,746,0.24111542,0.78828096,0.27601752,0.81078136
subImage_2,darkHole,0,746,0.55035,0.8841204,0.5847982,0.90725106
subImage_2,darkHole,0,746,0.6997383,0.7348483,0.7578447,0.767388
subImage_2,darkHole,0,746,0.54009306,0.0018253494,0.5670513,0.022897331
subImage_2,darkHole,0,746,0.83597004,0.049724482,0.8713351,0.06848233
subImage_2,darkHole,0,746,0.69431686,0.3471352,0.7312049,0.3708398
subImage_2,darkHole,0,746,0.68874604,0.101159945,0.72975343,0.12408519
subImage_2,lightHole,0,746,0.09337297,0.98614585,0.13348418,0.9997894
subImage_2,darkHole,0,746,0.54204595,0.29792085,0.57093185,0.3178553
subImage_2,darkHole,0,746,0.84781414,0.6340664,0.89235294,0.65734774
subImage_2,lightHole,0,746,0.39628056,0.6417887,0.42849493,0.66185766
subImage_2,darkHole,0,746,0.38643548,0.006004128,0.41384983,0.024897378
subImage_2,darkHole,0,746,0.6979614,0.6886223,0.7306148,0.7103051
subImage_2,darkHole,0,746,0.38419098,0.14884545,0.42284924,0.1707672
subImage_2,darkHole,0,746,0.40102497,0.9339005,0.44235522,0.9555276
subImage_2,halfHole,0,746,0.3889527,0.19980977,0.42475963,0.22335605
subImage_2,halfHole,0,746,0.69323444,0.7396965,0.7779553,0.7649431
subImage_2,darkHole,0,746,0.83801085,0.1947606,0.8824091,0.21814194
subImage_2,darkHole,0,746,0.6947491,0.14981943,0.7305019,0.17175768
subImage_2,darkHole,0,746,0.38710934,0.34314635,0.431562,0.36810207
subImage_2,darkHole,0,746,0.54733753,0.7825957,0.5791802,0.8047149
subImage_2,darkHole,0,746,0.84698045,0.4896031,0.8842212,0.5114671
subImage_2,darkHole,0,746,0.70081705,0.7833572,0.7440634,0.8094868
subImage_2,darkHole,0,746,0.8500187,0.8816151,0.8831948,0.90134716
subImage_2,darkHole,0,746,0.7010769,0.9822946,0.74174,1.0
subImage_3,lightHole,0,1492,0.09910719,0.37741315,0.13604598,0.40004846
subImage_3,lightHole,0,1492,0.107142046,0.9658829,0.14275602,0.98773366
subImage_3,lightHole,0,1492,0.25743255,0.86815083,0.2976446,0.8916239
subImage_3,lightHole,0,1492,0.2625397,0.96737295,0.2985807,0.98705417
subImage_3,lightHole,0,1492,0.24737898,0.47399223,0.2861882,0.49833518
subImage_3,darkHole,0,1492,0.56022495,0.7630892,0.59973395,0.7914184
subImage_3,lightHole,0,1492,0.25250515,0.52334034,0.2940797,0.54597956
subImage_3,lightHole,0,1492,0.2547771,0.77177405,0.29031283,0.7930674
subImage_3,lightHole,0,1492,0.10315206,0.6221288,0.14371076,0.6472101
subImage_3,lightHole,0,1492,0.2476144,0.42584223,0.28721616,0.44819134
subImage_3,lightHole,0,1492,0.24861059,0.57253826,0.2892209,0.5954006
subImage_3,lightHole,0,1492,0.25394368,0.72090024,0.30167073,0.74320567
subImage_3,lightHole,0,1492,0.10069468,0.4748139,0.1429681,0.49847835
subImage_3,lightHole,0,1492,0.55767334,0.47210383,0.5953795,0.49387503
subImage_3,lightHole,0,1492,0.096682705,0.13052917,0.13494785,0.15383366
subImage_3,darkHole,0,1492,0.86444753,0.66688544,0.89828116,0.6851946
subImage_3,darkHole,0,1492,0.39765713,0.17944668,0.43772218,0.1973993
subImage_3,lightHole,0,1492,0.100910105,0.67165977,0.14377838,0.6968535
subImage_3,lightHole,0,1492,0.25082994,0.37771055,0.2860163,0.39971828
subImage_3,darkHole,0,1492,0.85151476,0.22271255,0.8961713,0.24565057
subImage_3,darkHole,0,1492,0.4035654,0.475444,0.44469193,0.49475178
subImage_3,darkHole,0,1492,0.72107226,0.91481686,0.7544236,0.9376671
subImage_3,lightHole,0,1492,0.09253544,0.081195585,0.13365823,0.10562015
subImage_3,darkHole,0,1492,0.7141398,0.5710782,0.74997824,0.5965407
subImage_3,darkHole,0,1492,0.85665977,0.6172101,0.89689493,0.63873947
subImage_3,darkHole,0,1492,0.8474947,0.4665497,0.89443445,0.48913652
subImage_3,darkHole,0,1492,0.4120061,0.9142529,0.4503998,0.9365449
subImage_3,lightHole,0,1492,0.25114956,0.27965692,0.28258467,0.30041346
subImage_3,lightHole,0,1492,0.09280041,0.032295994,0.1433153,0.059469476
subImage_3,darkHole,0,1492,0.55793965,0.27398667,0.5989948,0.2977158
subImage_3,darkHole,0,1492,0.5629459,0.8657184,0.5987373,0.8870239
subImage_3,darkHole,0,1492,0.85721326,0.32213545,0.8929172,0.34392372
subImage_3,darkHole,0,1492,0.85586315,0.42058393,0.90030915,0.4420261
subImage_3,darkHole,0,1492,0.7003658,0.17713042,0.73696786,0.20019895
subImage_3,darkHole,0,1492,0.7068283,0.22935735,0.7405478,0.24914968
subImage_3,lightHole,0,1492,0.24650331,0.3264567,0.28122604,0.34981385
subImage_3,darkHole,0,1492,0.3996512,0.07962911,0.4388781,0.102322295
subImage_3,lightHole,0,1492,0.100822724,0.57280284,0.14692913,0.59922624
subImage_3,darkHole,0,1492,0.4015123,0.12886895,0.43816036,0.15008391
subImage_3,lightHole,0,1492,0.253132,0.6225494,0.28276882,0.6459034
subImage_3,lightHole,0,1492,0.09470448,0.22934493,0.13340285,0.2521538
subImage_3,darkHole,0,1492,0.5615943,0.5692683,0.6027415,0.5927064
subImage_3,lightHole,0,1492,0.24669704,0.1785858,0.28609934,0.20252259
subImage_3,lightHole,0,1492,0.24671848,0.23037618,0.27636713,0.2516866
subImage_3,lightHole,0,1492,0.106031306,0.7710061,0.14770164,0.79484916
subImage_3,darkHole,0,1492,0.5599571,0.7167199,0.59969586,0.7394887
subImage_3,darkHole,0,1492,0.71715474,0.769606,0.7573301,0.7899041
subImage_3,darkHole,0,1492,0.5537761,0.078494176,0.5881469,0.09932061
subImage_3,lightHole,0,1492,0.55910134,0.6201026,0.59477574,0.6403511
subImage_3,darkHole,0,1492,0.40659007,0.5222159,0.4365505,0.5461796
subImage_3,darkHole,0,1492,0.7071182,0.37212273,0.74454033,0.3974
subImage_3,darkHole,0,1492,0.86157686,0.3716165,0.8986816,0.39244756
subImage_3,lightHole,0,1492,0.10551519,0.8197742,0.14234167,0.84189844
subImage_3,lightHole,0,1492,0.10488353,0.7212849,0.14565197,0.74492985
subImage_3,lightHole,0,1492,0.09705356,0.18024504,0.14127871,0.20374098
subImage_3,darkHole,0,1492,0.8670971,0.7658659,0.8988604,0.78606147
subImage_3,lightHole,0,1492,0.24372593,0.08070511,0.27812,0.10496112
subImage_3,darkHole,0,1492,0.8654858,0.8156218,0.905108,0.83830947
subImage_3,darkHole,0,1492,0.39963087,0.22778104,0.43758202,0.25025958
subImage_3,darkHole,0,1492,0.40709934,0.7188543,0.44837496,0.74242276
subImage_3,darkHole,0,1492,0.86275446,0.7162463,0.91323537,0.74274844
subImage_3,lightHole,0,1492,0.10446658,0.91806793,0.14349772,0.9419156
subImage_3,lightHole,0,1492,0.10393864,0.52519995,0.14363074,0.5463908
subImage_3,lightHole,0,1492,0.10897971,0.86955625,0.14633349,0.8922572
subImage_3,lightHole,0,1492,0.10142977,0.3284406,0.14018029,0.3509116
subImage_3,darkHole,0,1492,0.5516737,0.42166254,0.60353476,0.4447937
subImage_3,darkHole,0,1492,0.85760796,0.5703675,0.8985489,0.5885197
subImage_3,lightHole,0,1492,0.25782716,0.81803447,0.30499402,0.84420377
subImage_3,darkHole,0,1492,0.4013306,0.3268924,0.4396697,0.346283
subImage_3,darkHole,0,1492,0.5621185,0.9152828,0.59613556,0.93503886
subImage_3,lightHole,0,1492,0.10519491,0.42548358,0.14169164,0.44890183
subImage_3,darkHole,0,1492,0.5568611,0.22471341,0.5942717,0.24739863
subImage_3,darkHole,0,1492,0.8517792,0.028744798,0.88705975,0.04644938
subImage_3,darkHole,0,1492,0.5592711,0.17499806,0.59306467,0.20084277
subImage_3,darkHole,0,1492,0.5657676,0.8164412,0.60668004,0.836958
subImage_3,darkHole,0,1492,0.85378826,0.07764169,0.8904824,0.09727195
subImage_3,darkHole,0,1492,0.41052076,0.768307,0.44165432,0.7915854
subImage_3,lightHole,0,1492,0.410967,0.62083024,0.4503947,0.6421684
subImage_3,lightHole,0,1492,0.71161526,0.4733893,0.74665135,0.49697778
subImage_3,lightHole,0,1492,0.25640592,0.6728481,0.29084685,0.69476056
subImage_3,lightHole,0,1492,0.5552121,0.12954423,0.58676946,0.14959939
subImage_3,darkHole,0,1492,0.40425175,0.2767138,0.44736984,0.2995954
subImage_3,darkHole,0,1492,0.55918145,0.32327253,0.59789646,0.34704402
subImage_3,darkHole,0,1492,0.40490767,0.42526108,0.44508734,0.44874388
subImage_3,lightHole,0,1492,0.55755365,0.3738505,0.59463704,0.39529133
subImage_3,darkHole,0,1492,0.71008104,0.6224144,0.74733824,0.64370394
subImage_3,darkHole,0,1492,0.4136964,0.86759305,0.4530546,0.8884741
subImage_3,darkHole,0,1492,0.56313694,0.9634791,0.5962452,0.9801021
subImage_3,darkHole,0,1492,0.25124207,0.916375,0.28822103,0.940125
subImage_3,halfHole,0,1492,0.70571285,0.12978849,0.738662,0.15306132
subImage_3,halfHole,0,1492,0.7038625,0.08159891,0.7364004,0.10225197
subImage_3,darkHole,0,1492,0.5638463,0.6670565,0.6024307,0.69231045
subImage_3,darkHole,0,1492,0.561478,0.5218485,0.5989379,0.5431675
subImage_3,halfHole,0,1492,0.7016885,0.03205657,0.7342879,0.0534245
subImage_4,lightHole,0,2238,0.27693105,0.95204324,0.3111937,0.9747409
subImage_4,lightHole,0,2238,0.12670563,0.7058927,0.15931165,0.7280522
subImage_4,lightHole,0,2238,0.27368134,0.75392365,0.30969337,0.77724546
subImage_4,lightHole,0,2238,0.2679267,0.65353954,0.31031418,0.67669296
subImage_4,lightHole,0,2238,0.27184093,0.8521267,0.3106297,0.87792146
subImage_4,lightHole,0,2238,0.11524884,0.508125,0.15014736,0.5302848
subImage_4,darkHole,0,2238,0.42969692,0.60281754,0.46564013,0.6283253
subImage_4,darkHole,0,2238,0.7295855,0.5079977,0.7740266,0.5283593
subImage_4,lightHole,0,2238,0.26427716,0.16485485,0.3021352,0.18350174
subImage_4,darkHole,0,2238,0.42422003,0.40639263,0.45983833,0.4298707
subImage_4,lightHole,0,2238,0.2575276,0.016031787,0.30051556,0.03772658
subImage_4,darkHole,0,2238,0.7285225,0.65331703,0.7701329,0.67727584
subImage_4,lightHole,0,2238,0.12874688,0.80424285,0.16880225,0.82792175
subImage_4,darkHole,0,2238,0.87867457,0.94521344,0.9231279,0.966822
subImage_4,lightHole,0,2238,0.57989186,0.60470754,0.60806125,0.6239851
subImage_4,darkHole,0,2238,0.42337725,0.7046996,0.46616238,0.7269496
subImage_4,darkHole,0,2238,0.56324947,0.05862733,0.6003309,0.08049623
subImage_4,darkHole,0,2238,0.72410655,0.40731734,0.7682168,0.43076786
subImage_4,lightHole,0,2238,0.27330723,0.80278873,0.31155193,0.8273611
subImage_4,lightHole,0,2238,0.2713384,0.5568457,0.30326667,0.5785058
subImage_4,darkHole,0,2238,0.4171855,0.30942854,0.44926086,0.3294375
subImage_4,darkHole,0,2238,0.2616319,0.11100408,0.30401087,0.13741457
subImage_4,darkHole,0,2238,0.4222238,0.50658387,0.45413473,0.5252164
subImage_4,darkHole,0,2238,0.86873597,0.10696655,0.91211426,0.12852237
subImage_4,lightHole,0,2238,0.118331656,0.6060735,0.15685466,0.63047177
subImage_4,darkHole,0,2238,0.8704458,0.05710863,0.9183073,0.08136987
subImage_4,lightHole,0,2238,0.5857562,0.84827137,0.6231337,0.86991924
subImage_4,darkHole,0,2238,0.7277373,0.60499936,0.76345056,0.6287228
subImage_4,lightHole,0,2238,0.58339196,0.7517542,0.6170071,0.7719942
subImage_4,darkHole,0,2238,0.4203537,0.25974533,0.45252535,0.28066885
subImage_4,darkHole,0,2238,0.7079211,0.06260067,0.75820684,0.0849896
subImage_4,lightHole,0,2238,0.57093143,0.30761445,0.60263413,0.3305701
subImage_4,lightHole,0,2238,0.117668584,0.6553854,0.15645668,0.67997104
subImage_4,darkHole,0,2238,0.1250072,0.9026489,0.16218965,0.92285866
subImage_4,darkHole,0,2238,0.41746768,0.45646667,0.45543295,0.47736913
subImage_4,lightHole,0,2238,0.27610743,0.9025751,0.31078437,0.92771745
subImage_4,darkHole,0,2238,0.42700192,0.5558668,0.46856034,0.57577634
subImage_4,darkHole,0,2238,0.415615,0.1613743,0.45784542,0.18421939
subImage_4,darkHole,0,2238,0.73204905,0.9013903,0.77704036,0.92268366
subImage_4,darkHole,0,2238,0.7156345,0.2104568,0.7631694,0.23368493
subImage_4,darkHole,0,2238,0.88012934,0.6504861,0.9214245,0.67352605
subImage_4,lightHole,0,2238,0.2643783,0.508063,0.30037338,0.53024703
subImage_4,lightHole,0,2238,0.26411876,0.26152965,0.29799372,0.28376848
subImage_4,darkHole,0,2238,0.88354564,0.6009166,0.9273549,0.6200511
subImage_4,lightHole,0,2238,0.2725874,0.60698307,0.3015863,0.62872
subImage_4,darkHole,0,2238,0.8815024,0.79648966,0.91735286,0.82094216
subImage_4,darkHole,0,2238,0.57759887,0.45614633,0.61257964,0.474977
subImage_4,lightHole,0,2238,0.264699,0.21172473,0.30632287,0.23525833
subImage_4,darkHole,0,2238,0.43193677,0.95108426,0.4697983,0.9712725
subImage_4,darkHole,0,2238,0.4322254,0.7496534,0.47230822,0.77440554
subImage_4,darkHole,0,2238,0.57018477,0.1588516,0.60154337,0.1812931
subImage_4,lightHole,0,2238,0.57996744,0.70232886,0.62570715,0.72336334
subImage_4,darkHole,0,2238,0.7288724,0.5564253,0.76463413,0.5774243
subImage_4,darkHole,0,2238,0.4244451,0.85227007,0.4659382,0.87305254
subImage_4,darkHole,0,2238,0.7282781,0.7052768,0.76640505,0.7262331
subImage_4,darkHole,0,2238,0.12638934,0.7547078,0.15917519,0.7782176
subImage_4,lightHole,0,2238,0.2649512,0.4088434,0.308857,0.43234476
subImage_4,darkHole,0,2238,0.72211313,0.2588108,0.7587768,0.28053793
subImage_4,lightHole,0,2238,0.26606146,0.31013805,0.30388683,0.333211
subImage_4,darkHole,0,2238,0.88280785,0.7491331,0.9193797,0.76993334
subImage_4,darkHole,0,2238,0.8847718,0.847615,0.91862905,0.86832535
subImage_4,lightHole,0,2238,0.11785599,0.408572,0.1538833,0.43182576
subImage_4,darkHole,0,2238,0.728036,0.45641473,0.76304764,0.47940361
subImage_4,darkHole,0,2238,0.41900083,0.35569313,0.45862067,0.37843582
subImage_4,darkHole,0,2238,0.5720553,0.25781807,0.6096742,0.28141692
subImage_4,lightHole,0,2238,0.27035183,0.70547134,0.3005066,0.7274679
subImage_4,darkHole,0,2238,0.56935203,0.013062824,0.608269,0.03596364
subImage_4,darkHole,0,2238,0.72612464,0.3088307,0.7640213,0.33023554
subImage_4,lightHole,0,2238,0.5718984,0.40613312,0.6273924,0.42674223
subImage_4,lightHole,0,2238,0.11664678,0.3121727,0.14957647,0.3336422
subImage_4,lightHole,0,2238,0.26455095,0.06179372,0.30898076,0.087213285
subImage_4,lightHole,0,2238,0.117791876,0.55698204,0.15875867,0.5822211
subImage_4,darkHole,0,2238,0.57000136,0.20644343,0.60195893,0.22917414
subImage_4,darkHole,0,2238,0.5770003,0.35567716,0.6120405,0.37738308
subImage_4,darkHole,0,2238,0.8814025,0.89847547,0.9215099,0.91842353
subImage_4,darkHole,0,2238,0.8685029,0.25607127,0.9013535,0.2778669
subImage_4,darkHole,0,2238,0.7242474,0.01643846,0.7657644,0.03696776
subImage_4,lightHole,0,2238,0.2665656,0.45922065,0.30174148,0.480977
subImage_4,darkHole,0,2238,0.8807834,0.45310882,0.9196095,0.47315365
subImage_4,lightHole,0,2238,0.12825763,0.9539449,0.16748133,0.97703046
subImage_4,lightHole,0,2238,0.12133403,0.457835,0.14893773,0.48156235
subImage_4,darkHole,0,2238,0.4256455,0.90033054,0.4702272,0.9212055
subImage_4,darkHole,0,2238,0.12793897,0.85206884,0.16124006,0.8767161
subImage_4,lightHole,0,2238,0.11383826,0.26187557,0.14864028,0.2851929
subImage_4,lightHole,0,2238,0.5854692,0.8984946,0.62118804,0.91967565
subImage_4,halfHole,0,2238,0.5771292,0.5000003,0.61144567,0.52957666
subImage_4,halfHole,0,2238,0.1180946,0.2121339,0.15387303,0.2370881
subImage_4,halfHole,0,2238,0.5708208,0.11052728,0.6073108,0.13258888
subImage_4,lightHole,0,2238,0.115631424,0.35922426,0.14572567,0.38271636
subImage_4,darkHole,0,2238,0.7332599,0.8028575,0.77132946,0.82671344
subImage_5,darkHole,0,2984,0.741886,0.43895176,0.79100823,0.4688089
subImage_5,lightHole,0,2984,0.2886785,0.44440433,0.3247463,0.4672094
subImage_5,lightHole,0,2984,0.12714137,0.0025860611,0.16700338,0.024278386
subImage_5,lightHole,0,2984,0.29109403,0.5920121,0.3304273,0.6160037
subImage_5,lightHole,0,2984,0.28242162,0.09782474,0.31842545,0.11990171
subImage_5,lightHole,0,2984,0.2904744,0.69339687,0.32844996,0.7151239
subImage_5,lightHole,0,2984,0.28947812,0.5430593,0.32811812,0.56664115
subImage_5,darkHole,0,2984,0.75120527,0.9374459,0.7967276,0.9610039
subImage_5,lightHole,0,2984,0.28265914,0.048738338,0.32305074,0.071183614
subImage_5,darkHole,0,2984,0.75422555,0.83879393,0.7906746,0.86237127
subImage_5,darkHole,0,2984,0.4544799,0.8408817,0.50770956,0.86564654
subImage_5,lightHole,0,2984,0.12732106,0.050002635,0.16764496,0.07417278
subImage_5,lightHole,0,2984,0.28552103,0.19711588,0.32719147,0.22012284
subImage_5,darkHole,0,2984,0.58520013,0.3426763,0.6382678,0.36235985
subImage_5,darkHole,0,2984,0.44756785,0.5401053,0.48439893,0.5633912
subImage_5,lightHole,0,2984,0.29123035,0.49321058,0.32667616,0.516056
subImage_5,lightHole,0,2984,0.29561186,0.84182566,0.3303047,0.8626571
subImage_5,lightHole,0,2984,0.14557134,0.7929248,0.17892092,0.81491506
subImage_5,lightHole,0,2984,0.285311,0.39594427,0.32372227,0.41728604
subImage_5,lightHole,0,2984,0.28878182,0.29696965,0.32298282,0.3197744
subImage_5,lightHole,0,2984,0.2856285,0.24687403,0.32225177,0.26931494
subImage_5,lightHole,0,2984,0.15218532,0.89223623,0.18290944,0.9134497
subImage_5,lightHole,0,2984,0.15009846,0.84322,0.1833393,0.8657446
subImage_5,darkHole,0,2984,0.5919237,0.3897005,0.63056535,0.41394037
subImage_5,darkHole,0,2984,0.589381,0.29275024,0.62660193,0.3143856
subImage_5,lightHole,0,2984,0.15045187,0.9406925,0.18561862,0.9624659
subImage_5,lightHole,0,2984,0.14333054,0.74242413,0.17219539,0.76460606
